time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,4.5,dur,5,5,27,225,1500,180,3.0,360,45
4.5,5.4,dur,6,11,12,100,1500,180,3.9000000000000004,468,77
9.9,4.5,dur,5,16,123,1025,1500,180,3.0,360,129
14.4,10.8,dur,12,28,9,75,1500,180,9.3,1116,150
25.2,4.5,dur,5,33,6,50,1500,180,3.0,360,123
29.7,4.5,dur,5,38,9,75,1500,180,3.0,360,138
34.2,4.5,dur,5,43,39,325,1500,180,3.0,360,140
38.7,9.0,dur,10,53,57,475,1500,180,7.5,900,56
47.7,4.5,dur,5,58,18,150,1500,180,3.0,360,148
52.2,4.5,dur,5,63,84,700,1500,180,3.0,360,10
56.7,4.5,dur,5,68,0,0,1500,180,3.0,360,125
61.2,5.4,dur,6,74,27,225,1500,180,3.9000000000000004,468,65
66.6,4.5,dur,5,79,6,50,1500,180,3.0,360,30
71.1,5.4,dur,6,85,0,0,1500,180,3.9000000000000004,468,131
76.5,4.5,dur,5,90,39,325,1500,180,3.0,360,136
81.0,5.4,dur,6,96,18,150,1500,180,3.9000000000000004,468,97
86.4,4.5,dur,5,101,0,0,1500,180,3.0,360,143
90.9,4.5,dur,5,106,84,700,1500,180,3.0,360,106
95.4,4.5,dur,5,111,9,75,1500,180,3.0,360,152
99.9,4.5,dur,5,116,0,0,1500,180,3.0,360,104
104.4,10.8,dur,12,128,18,150,1500,180,9.3,1116,117
115.2,5.4,dur,6,134,57,475,1500,180,3.9000000000000004,468,82
120.6,4.5,dur,5,139,57,475,1500,180,3.0,360,109
125.1,6.3,dur,7,146,27,225,1500,180,4.8,576,92
131.4,7.2,dur,8,154,123,1025,1500,180,5.7,684,68
138.6,7.2,dur,8,162,180,1500,1500,180,5.7,684,103
145.8,7.2,dur,8,170,12,100,1500,180,5.7,684,159
153.0,7.2,dur,8,178,180,1500,1500,180,5.7,684,23
160.2,4.5,dur,5,183,6,50,1500,180,3.0,360,118
164.7,5.4,dur,6,189,12,100,1500,180,3.9000000000000004,468,144
170.1,7.2,dur,8,197,9,75,1500,180,5.7,684,154
177.3,4.5,dur,5,202,123,1025,1500,180,3.0,360,145
181.8,6.3,dur,7,209,18,150,1500,180,4.8,576,25
188.1,5.4,dur,6,215,9,75,1500,180,3.9000000000000004,468,112
193.5,4.5,dur,5,220,27,225,1500,180,3.0,360,146
198.0,4.5,dur,5,225,180,1500,1500,180,3.0,360,115
202.5,10.8,dur,12,237,84,700,1500,180,9.3,1116,76
213.3,4.5,dur,5,242,6,50,1500,180,3.0,360,101
217.8,6.3,dur,7,249,123,1025,1500,180,4.8,576,86
224.1,6.3,dur,7,256,0,0,1500,180,4.8,576,96
230.4,4.5,dur,5,261,84,700,1500,180,3.0,360,33
234.9,8.1,dur,9,270,39,325,1500,180,6.6,792,79
243.0,4.5,dur,5,275,0,0,1500,180,3.0,360,158
247.5,4.5,dur,5,280,12,100,1500,180,3.0,360,98
252.0,5.4,dur,6,286,57,475,1500,180,3.9000000000000004,468,132
257.4,4.5,dur,5,291,84,700,1500,180,3.0,360,78
261.9,4.5,dur,5,296,18,150,1500,180,3.0,360,72
266.4,7.2,dur,8,304,180,1500,1500,180,5.7,684,17
273.6,4.5,dur,5,309,39,325,1500,180,3.0,360,91
278.1,5.4,dur,6,315,6,50,1500,180,3.9000000000000004,468,127
283.5,4.5,dur,5,320,180,1500,1500,180,3.0,360,85
288.0,5.4,dur,6,326,27,225,1500,180,3.9000000000000004,468,60
293.4,5.4,dur,6,332,57,475,1500,180,3.9000000000000004,468,67
298.8,4.5,dur,5,337,0,0,1500,180,3.0,360,6
303.3,5.4,dur,6,343,123,1025,1500,180,3.9000000000000004,468,147
308.7,4.5,dur,5,348,12,100,1500,180,3.0,360,139
313.2,6.3,dur,7,355,39,325,1500,180,4.8,576,54
319.5,4.5,dur,5,360,0,0,1500,180,3.0,360,59
