time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,5.4,dur,6,6,27,225,1500,180,3.9000000000000004,468,139
5.4,4.5,dur,5,11,84,700,1500,180,3.0,360,18
9.9,6.3,dur,7,18,6,50,1500,180,4.8,576,98
16.2,4.5,dur,5,23,0,0,1500,180,3.0,360,42
20.7,4.5,dur,5,28,0,0,1500,180,3.0,360,60
25.2,6.3,dur,7,35,27,225,1500,180,4.8,576,86
31.5,4.5,dur,5,40,9,75,1500,180,3.0,360,13
36.0,4.5,dur,5,45,27,225,1500,180,3.0,360,126
40.5,6.3,dur,7,52,123,1025,1500,180,4.8,576,52
46.8,4.5,dur,5,57,39,325,1500,180,3.0,360,111
51.3,10.8,dur,12,69,12,100,1500,180,9.3,1116,95
62.1,4.5,dur,5,74,12,100,1500,180,3.0,360,31
66.6,4.5,dur,5,79,18,150,1500,180,3.0,360,127
71.1,5.4,dur,6,85,6,50,1500,180,3.9000000000000004,468,27
76.5,6.3,dur,7,92,18,150,1500,180,4.8,576,89
82.8,4.5,dur,5,97,0,0,1500,180,3.0,360,113
87.3,7.2,dur,8,105,123,1025,1500,180,5.7,684,56
94.5,4.5,dur,5,110,57,475,1500,180,3.0,360,134
99.0,7.2,dur,8,118,18,150,1500,180,5.7,684,49
106.2,4.5,dur,5,123,180,1500,1500,180,3.0,360,36
110.7,4.5,dur,5,128,57,475,1500,180,3.0,360,81
115.2,5.4,dur,6,134,84,700,1500,180,3.9000000000000004,468,65
120.6,5.4,dur,6,140,84,700,1500,180,3.9000000000000004,468,37
126.0,4.5,dur,5,145,39,325,1500,180,3.0,360,15
130.5,6.3,dur,7,152,6,50,1500,180,4.8,576,3
136.8,4.5,dur,5,157,39,325,1500,180,3.0,360,123
141.3,4.5,dur,5,162,9,75,1500,180,3.0,360,21
145.8,6.3,dur,7,169,9,75,1500,180,4.8,576,0
152.1,12.6,dur,14,183,27,225,1500,180,11.1,1332,1
164.7,4.5,dur,5,188,6,50,1500,180,3.0,360,75
169.2,9.0,dur,10,198,180,1500,1500,180,7.5,900,85
178.2,5.4,dur,6,204,123,1025,1500,180,3.9000000000000004,468,26
183.6,4.5,dur,5,209,12,100,1500,180,3.0,360,142
188.1,4.5,dur,5,214,123,1025,1500,180,3.0,360,39
192.6,5.4,dur,6,220,84,700,1500,180,3.9000000000000004,468,118
198.0,9.0,dur,10,230,180,1500,1500,180,7.5,900,41
207.0,6.3,dur,7,237,9,75,1500,180,4.8,576,47
213.3,4.5,dur,5,242,57,475,1500,180,3.0,360,54
217.8,6.3,dur,7,249,0,0,1500,180,4.8,576,114
224.1,4.5,dur,5,254,180,1500,1500,180,3.0,360,147
228.6,4.5,dur,5,259,180,1500,1500,180,3.0,360,7
233.1,4.5,dur,5,264,39,325,1500,180,3.0,360,100
237.6,4.5,dur,5,269,57,475,1500,180,3.0,360,158
242.1,4.5,dur,5,274,27,225,1500,180,3.0,360,50
246.6,5.4,dur,6,280,0,0,1500,180,3.9000000000000004,468,66
252.0,5.4,dur,6,286,57,475,1500,180,3.9000000000000004,468,80
257.4,4.5,dur,5,291,0,0,1500,180,3.0,360,63
261.9,4.5,dur,5,296,6,50,1500,180,3.0,360,101
266.4,4.5,dur,5,301,12,100,1500,180,3.0,360,117
270.9,9.0,dur,10,311,9,75,1500,180,7.5,900,43
279.9,4.5,dur,5,316,18,150,1500,180,3.0,360,48
284.4,5.4,dur,6,322,39,325,1500,180,3.9000000000000004,468,38
289.8,6.3,dur,7,329,84,700,1500,180,4.8,576,151
296.1,4.5,dur,5,334,18,150,1500,180,3.0,360,70
300.6,4.5,dur,5,339,123,1025,1500,180,3.0,360,94
305.1,7.2,dur,8,347,0,0,1500,180,5.7,684,88
312.3,4.5,dur,5,352,12,100,1500,180,3.0,360,24
316.8,7.2,dur,8,360,0,0,1500,180,5.7,684,61
