time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,5.4,dur,6,6,6,50,1500,180,3.9000000000000004,468,61
5.4,4.5,dur,5,11,57,475,1500,180,3.0,360,91
9.9,4.5,dur,5,16,9,75,1500,180,3.0,360,22
14.4,4.5,dur,5,21,57,475,1500,180,3.0,360,138
18.9,4.5,dur,5,26,27,225,1500,180,3.0,360,65
23.4,4.5,dur,5,31,6,50,1500,180,3.0,360,16
27.9,4.5,dur,5,36,0,0,1500,180,3.0,360,33
32.4,6.3,dur,7,43,27,225,1500,180,4.8,576,135
38.7,4.5,dur,5,48,0,0,1500,180,3.0,360,52
43.2,4.5,dur,5,53,39,325,1500,180,3.0,360,71
47.7,6.3,dur,7,60,84,700,1500,180,4.8,576,130
54.0,4.5,dur,5,65,0,0,1500,180,3.0,360,77
58.5,4.5,dur,5,70,18,150,1500,180,3.0,360,151
63.0,4.5,dur,5,75,6,50,1500,180,3.0,360,32
67.5,4.5,dur,5,80,39,325,1500,180,3.0,360,49
72.0,7.2,dur,8,88,6,50,1500,180,5.7,684,111
79.2,4.5,dur,5,93,84,700,1500,180,3.0,360,55
83.7,4.5,dur,5,98,27,225,1500,180,3.0,360,75
88.2,5.4,dur,6,104,123,1025,1500,180,3.9000000000000004,468,80
93.6,4.5,dur,5,109,180,1500,1500,180,3.0,360,144
98.1,8.1,dur,9,118,0,0,1500,180,6.6,792,112
106.2,6.3,dur,7,125,84,700,1500,180,4.8,576,145
112.5,4.5,dur,5,130,9,75,1500,180,3.0,360,117
117.0,6.3,dur,7,137,0,0,1500,180,4.8,576,121
123.3,4.5,dur,5,142,18,150,1500,180,3.0,360,2
127.8,5.4,dur,6,148,123,1025,1500,180,3.9000000000000004,468,3
133.2,4.5,dur,5,153,12,100,1500,180,3.0,360,149
137.7,4.5,dur,5,158,27,225,1500,180,3.0,360,73
142.2,5.4,dur,6,164,18,150,1500,180,3.9000000000000004,468,58
147.6,4.5,dur,5,169,84,700,1500,180,3.0,360,102
152.1,7.2,dur,8,177,39,325,1500,180,5.7,684,89
159.3,4.5,dur,5,182,27,225,1500,180,3.0,360,14
163.8,7.2,dur,8,190,9,75,1500,180,5.7,684,126
171.0,5.4,dur,6,196,123,1025,1500,180,3.9000000000000004,468,64
176.4,6.3,dur,7,203,39,325,1500,180,4.8,576,115
182.7,9.0,dur,10,213,180,1500,1500,180,7.5,900,12
191.7,6.3,dur,7,220,18,150,1500,180,4.8,576,158
198.0,5.4,dur,6,226,180,1500,1500,180,3.9000000000000004,468,18
203.4,4.5,dur,5,231,12,100,1500,180,3.0,360,142
207.9,5.4,dur,6,237,0,0,1500,180,3.9000000000000004,468,93
213.3,6.3,dur,7,244,12,100,1500,180,4.8,576,72
219.6,9.0,dur,10,254,57,475,1500,180,7.5,900,44
228.6,4.5,dur,5,259,9,75,1500,180,3.0,360,24
233.1,7.2,dur,8,267,180,1500,1500,180,5.7,684,157
240.3,4.5,dur,5,272,57,475,1500,180,3.0,360,143
244.8,11.7,dur,13,285,12,100,1500,180,10.2,1224,48
256.5,4.5,dur,5,290,84,700,1500,180,3.0,360,8
261.0,6.3,dur,7,297,57,475,1500,180,4.8,576,57
267.3,9.9,dur,11,308,180,1500,1500,180,8.4,1008,21
277.2,5.4,dur,6,314,6,50,1500,180,3.9000000000000004,468,96
282.6,4.5,dur,5,319,123,1025,1500,180,3.0,360,108
287.1,4.5,dur,5,324,0,0,1500,180,3.0,360,67
291.6,4.5,dur,5,329,123,1025,1500,180,3.0,360,82
296.1,5.4,dur,6,335,9,75,1500,180,3.9000000000000004,468,20
301.5,5.4,dur,6,341,39,325,1500,180,3.9000000000000004,468,132
306.9,4.5,dur,5,346,12,100,1500,180,3.0,360,114
311.4,4.5,dur,5,351,18,150,1500,180,3.0,360,154
315.9,8.1,dur,9,360,0,0,1500,180,6.6,792,47
