time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,4.5,dur,5,5,0,0,1500,180,3.0,360,78
4.5,5.4,dur,6,11,27,225,1500,180,3.9000000000000004,468,10
9.9,4.5,dur,5,16,39,325,1500,180,3.0,360,136
14.4,4.5,dur,5,21,18,150,1500,180,3.0,360,40
18.9,4.5,dur,5,26,180,1500,1500,180,3.0,360,82
23.4,4.5,dur,5,31,39,325,1500,180,3.0,360,155
27.9,4.5,dur,5,36,57,475,1500,180,3.0,360,1
32.4,7.2,dur,8,44,39,325,1500,180,5.7,684,49
39.6,4.5,dur,5,49,84,700,1500,180,3.0,360,128
44.1,9.9,dur,11,60,6,50,1500,180,8.4,1008,91
54.0,5.4,dur,6,66,6,50,1500,180,3.9000000000000004,468,42
59.4,4.5,dur,5,71,12,100,1500,180,3.0,360,89
63.9,5.4,dur,6,77,12,100,1500,180,3.9000000000000004,468,11
69.3,4.5,dur,5,82,0,0,1500,180,3.0,360,21
73.8,4.5,dur,5,87,6,50,1500,180,3.0,360,63
78.3,5.4,dur,6,93,27,225,1500,180,3.9000000000000004,468,16
83.7,4.5,dur,5,98,84,700,1500,180,3.0,360,83
88.2,8.1,dur,9,107,39,325,1500,180,6.6,792,45
96.3,4.5,dur,5,112,12,100,1500,180,3.0,360,92
100.8,5.4,dur,6,118,27,225,1500,180,3.9000000000000004,468,35
106.2,9.0,dur,10,128,57,475,1500,180,7.5,900,0
115.2,4.5,dur,5,133,18,150,1500,180,3.0,360,141
119.7,8.1,dur,9,142,27,225,1500,180,6.6,792,101
127.8,4.5,dur,5,147,9,75,1500,180,3.0,360,117
132.3,4.5,dur,5,152,9,75,1500,180,3.0,360,73
136.8,6.3,dur,7,159,18,150,1500,180,4.8,576,31
143.1,4.5,dur,5,164,6,50,1500,180,3.0,360,18
147.6,4.5,dur,5,169,57,475,1500,180,3.0,360,158
152.1,4.5,dur,5,174,0,0,1500,180,3.0,360,113
156.6,5.4,dur,6,180,0,0,1500,180,3.9000000000000004,468,87
162.0,7.2,dur,8,188,123,1025,1500,180,5.7,684,131
169.2,9.0,dur,10,198,12,100,1500,180,7.5,900,102
178.2,4.5,dur,5,203,123,1025,1500,180,3.0,360,99
182.7,6.3,dur,7,210,9,75,1500,180,4.8,576,120
189.0,5.4,dur,6,216,39,325,1500,180,3.9000000000000004,468,23
194.4,6.3,dur,7,223,0,0,1500,180,4.8,576,114
200.7,4.5,dur,5,228,180,1500,1500,180,3.0,360,66
205.2,8.1,dur,9,237,180,1500,1500,180,6.6,792,28
213.3,5.4,dur,6,243,0,0,1500,180,3.9000000000000004,468,64
218.7,4.5,dur,5,248,18,150,1500,180,3.0,360,27
223.2,6.3,dur,7,255,57,475,1500,180,4.8,576,67
229.5,6.3,dur,7,262,0,0,1500,180,4.8,576,8
235.8,4.5,dur,5,267,0,0,1500,180,3.0,360,90
240.3,6.3,dur,7,274,18,150,1500,180,4.8,576,53
246.6,6.3,dur,7,281,123,1025,1500,180,4.8,576,129
252.9,4.5,dur,5,286,27,225,1500,180,3.0,360,157
257.4,9.0,dur,10,296,123,1025,1500,180,7.5,900,98
266.4,6.3,dur,7,303,6,50,1500,180,4.8,576,137
272.7,4.5,dur,5,308,180,1500,1500,180,3.0,360,108
277.2,4.5,dur,5,313,123,1025,1500,180,3.0,360,94
281.7,9.0,dur,10,323,84,700,1500,180,7.5,900,132
290.7,4.5,dur,5,328,57,475,1500,180,3.0,360,5
295.2,4.5,dur,5,333,84,700,1500,180,3.0,360,58
299.7,4.5,dur,5,338,9,75,1500,180,3.0,360,122
304.2,5.4,dur,6,344,180,1500,1500,180,3.9000000000000004,468,46
309.6,4.5,dur,5,349,9,75,1500,180,3.0,360,19
314.1,4.5,dur,5,354,12,100,1500,180,3.0,360,144
318.6,5.4,dur,6,360,84,700,1500,180,3.9000000000000004,468,80
